Name,Symbol,Gene Symbol,Description,Accession,Entrez,Ensembl,Chromosome,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Modifications,Acetyl (K) Count,Acetyl (K) Positions,CrATFL_126_1_Proteins,CrATFL_127N_1_Proteins,CrATFL_127C_1_Proteins,CrATKO_128N_1_Proteins,CrATKO_128C_1_Proteins,CrATKO_129N_1_Proteins,DFC_129C_1_Proteins,DFC_130N_1_Proteins,DKO_130C_1_Proteins,DKO_131_1_Proteins,CrATFL_126_1_Proteins_norm,CrATFL_127N_1_Proteins_norm,CrATFL_127C_1_Proteins_norm,CrATKO_128N_1_Proteins_norm,CrATKO_128C_1_Proteins_norm,CrATKO_129N_1_Proteins_norm,DFC_129C_1_Proteins_norm,DFC_130N_1_Proteins_norm,DKO_130C_1_Proteins_norm,DKO_131_1_Proteins_norm,CrATFL_126_1_Proteins_norm_log2,CrATFL_127N_1_Proteins_norm_log2,CrATFL_127C_1_Proteins_norm_log2,CrATKO_128N_1_Proteins_norm_log2,CrATKO_128C_1_Proteins_norm_log2,CrATKO_129N_1_Proteins_norm_log2,DFC_129C_1_Proteins_norm_log2,DFC_130N_1_Proteins_norm_log2,DKO_130C_1_Proteins_norm_log2,DKO_131_1_Proteins_norm_log2,A,DKOvsDFC_Log2FC,CrATKOvsCrATFL_Log2FC,DKOvsCrATKO_Log2FC,DFCvsCrATFL_Log2FC,DKOvsDFC_t,CrATKOvsCrATFL_t,DKOvsCrATKO_t,DFCvsCrATFL_t,DKOvsDFC_p_value,CrATKOvsCrATFL_p_value,DKOvsCrATKO_p_value,DFCvsCrATFL_p_value,F,F.p.value,DKOvsDFC_significant,CrATKOvsCrATFL_significant,DKOvsCrATKO_significant,DFCvsCrATFL_significant
Ribosomal protein L15,Gm10020,,Ribosomal protein L15 OS=Mus musculus GN=Gm10020 PE=3 SV=1,E9QAZ2,,ENSMUSG00000057262.1,15,False,False,False,31,6,24,0,6,,0,,172.5,200.7,219.9,179.5,158.3,191.5,213.6,219.6,185.6,204.2,216.6804115657009,188.90592371943927,199.47740717734456,175.2355387379856,158.9483573816642,193.76422516236076,205.7055255294002,222.76006696087583,194.06280176851678,194.48943778644312,0.158178300574213,-0.039722493100582845,0.03883492035217273,-0.14809504446605626,-0.2888323282996845,-0.003088206177722874,0.08319011150431699,0.19810019579213023,-0.0008668288923976419,0.0023013727135987594,7.6012466253991695,-0.13992788173762302,-0.199102102256422,0.14738913155842,0.0882149110396213,-1.34985225258071,-2.35235818587656,1.55753587572009,0.9322118073760909,0.21154014385444395,0.0444068808916361,0.155356584824202,0.37667345056233204,3.4850373003997004,0.0659583916887594,0,0,0,0
"ABI gene family, member 3 (NESH)-binding protein",Abi3bp,Abi3bp,"ABI gene family, member 3 (NESH)-binding protein OS=Mus musculus GN=Abi3bp PE=1 SV=1",Q59IW6,320712,ENSMUSG00000035258.14,16,False,False,False,8,8,20,1,8,,0,,248.5,275.8,396.0,299.5,314.2,272.9,317.5,340.0,285.1,363.3,312.145404487401,259.59269437878106,359.2226159264595,292.38464541519045,315.48688496095315,276.1266686517402,305.7654698295158,344.8926355496256,298.0997025010999,346.02356879439174,0.012282019673772737,-0.25368642374641404,0.21494197566698148,-0.08206865629751725,0.027643826060135268,-0.16460597451309766,-0.017510714433541352,0.1562111170148004,-0.054141270879211945,0.16093410145408704,8.273792396196361,-0.0159537860031929,-0.0641894587816072,0.12640668353759402,0.0781710107591795,-0.106638656299056,-0.5254849051916671,0.925574885416197,0.572383692866824,0.917523298306234,0.6125323957677691,0.37992418694156105,0.581723593602546,0.469815379909136,0.7110209032933981,0,0,0,0
Eukaryotic translation initiation factor 3 subunit H,Eif3h,Eif3h,Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus GN=Eif3h PE=1 SV=1,Q91WK2,68135,ENSMUSG00000022312.10,15,False,False,False,20,6,20,6,6,,0,,98.1,115.5,141.2,136.1,127.7,121.9,126.5,129.9,113.3,138.5,123.22520796866816,108.71267657994638,128.0864479010507,132.86661182306315,128.2230274013804,123.34130050805105,121.82466750687793,131.76927458204815,118.46613922614738,131.91374698052093,-0.01641411978732865,-0.1971913581876663,0.03940630474049911,0.09226707829963843,0.04094384123797212,-0.015055572397716155,-0.03290525062945093,0.08030247220692743,-0.07323677822733998,0.08188338274446139,6.96156772542705,-0.0193753085301784,0.0974515067914634,-0.0350618134547389,0.0817650018669029,-0.20100907145894398,1.23822970530685,-0.398466695586974,0.929234026945746,0.845367954871256,0.24838705673453,0.700004011001115,0.37812944023580497,0.571491476643974,0.648401866853421,0,0,0,0
Transmembrane emp24 domain-containing protein 2,Tmed2,Tmed2; Gm21540; LOC100862175; Gm10698,Transmembrane emp24 domain-containing protein 2 OS=Mus musculus GN=Tmed2 PE=1 SV=1,Q9R0Q3,56334,ENSMUSG00000029390.13,5; 9,False,False,False,30,6,21,0,6,,0,,157.4,218.8,244.4,221.0,215.2,214.7,236.5,252.5,211.6,231.6,197.7130248141526,205.9422825601062,221.70203871824927,215.74960479718558,216.0814056129762,217.238533380464,227.75916099111961,256.1335014008249,221.24832356798575,220.58645343457508,-0.15118195072529161,-0.0923498019247404,0.01403217106183785,-0.02523194915177296,-0.023014936134338804,-0.015309837385365732,0.0529192177894231,0.22230609905935506,0.01107665783995948,0.00675432957093669,7.7784460556532595,-0.128697164718941,0.0553142863055731,0.0301010679292713,0.214112518953785,-1.63131618071332,0.858721047002712,0.417966708868154,2.9730475039910096,0.13885395231500303,0.41380340838265295,0.686220690088101,0.0164301860599738,3.04936100464298,0.0875632974645142,0,0,0,0
DCN1-like protein 1,Dcun1d1,Dcun1d1,DCN1-like protein 1 OS=Mus musculus GN=Dcun1d1 PE=1 SV=1,Q9QZ73,114893,ENSMUSG00000027708.14,3,False,False,False,26,6,20,0,4,,0,,28.3,25.7,22.7,25.1,33.0,26.7,25.8,24.1,26.3,28.3,35.54814868005412,24.1897470831569,20.591801468511694,24.50368814664868,33.13515978265899,27.015690923420532,24.84645392630396,24.44680151984111,27.499200897155127,26.95421689204868,0.4203758364682324,-0.13500290565429118,-0.3673285415968497,-0.11639967961066766,0.3189642854239807,0.024398988312542613,-0.09635862514495219,-0.11975286736807611,0.049991104887363136,0.021112404282709996,4.73132668578414,0.143607500841551,0.102973068302922,-0.04010277679025,-0.0807372093288787,0.6261254599526279,0.5498617659846999,-0.191535512196647,-0.38561027389740204,0.547499384643432,0.59641193139007,0.8525546332941311,0.7091561662944742,0.28697656083191997,0.8337058119422079,0,0,0,0
40S ribosomal protein S20,Rps20,Rps20,40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1,P60867,67427,ENSMUSG00000028234.6,4,False,False,False,37,6,17,6,6,,0,,46.2,63.5,58.4,60.0,61.4,60.7,53.3,54.1,61.2,50.7,58.03266674977033,59.768441236593894,52.976264570972816,58.57455333860242,61.651479110765514,61.41769434650286,51.330077297364376,54.87850465657278,63.99053592798076,48.28900340730983,0.02883942431429798,0.07135811607324971,-0.10267968074585632,0.042248246196332495,0.11610970581023494,0.11062855214256118,-0.14822136854713985,-0.051784630509331464,0.16983274754960398,-0.2363311122839411,5.82995389652225,0.0667538171610662,0.0904895481691463,-0.12291135041688198,-0.0991756194088014,0.538541943096687,0.894102846147339,-1.0862406254483001,-0.876473869097143,0.603869363237932,0.395615991266618,0.306899287595916,0.404605631594508,1.00519047250417,0.436073269626799,0,0,0,0
MICOS complex subunit Mic10,Minos1,Minos1,MICOS complex subunit Mic10 OS=Mus musculus GN=Minos1 PE=1 SV=1,Q7TNS2,433771,ENSMUSG00000050608.11,4,True,False,True,53,2,13,2,2,,0,,80.1,111.5,103.8,64.8,113.6,89.3,102.2,73.5,126.1,104.0,100.61507806616024,104.9477353996885,94.1598675079962,63.260517605690616,114.0652773124261,90.35585016709564,98.4227748553591,74.5576726849926,131.8497807274244,99.05436596371247,0.07751561263260154,0.13834012654703987,-0.018146713942342352,-0.5919536440892728,0.2585287772703886,-0.0776409916662466,0.04573318695695683,-0.3549021772867693,0.4675642625108223,0.054961561066823705,6.5751870991966,0.41584740695372796,-0.20292496124081,0.39828486461719603,-0.220487503577342,1.6149522529667402,-0.965176613177088,1.6943772626418898,-0.9379945007882479,0.142370842566574,0.36082840897176793,0.126028744975477,0.373857682900913,1.2752313717336698,0.342861969531836,0,0,0,0
Pinin,Pnn,Pnn,Pinin OS=Mus musculus GN=Pnn PE=1 SV=1,Q3TUQ5,18949,ENSMUSG00000020994.5,12,False,False,False,2,1,2,0,1,,0,,30.8,32.5,31.3,35.6,29.4,23.3,35.0,27.6,25.3,31.8,38.68844449984689,30.590147089595302,28.39310070327824,34.75423498090411,29.520415079096193,23.5754905811123,33.70642974498599,27.99716688579314,26.45360390486786,30.287777285058237,0.3611822831701188,0.022346601906515495,-0.08518003311627798,0.2064683462438266,-0.0290074351466032,-0.3534326498818636,0.16230338010298961,-0.10543959798100033,-0.1872561608717609,0.008015265574051078,4.9126485369452695,-0.118052338709849,-0.158106863581664,-0.0309632013873111,-0.0710177262591261,-0.587868241026315,-0.96427688514845,-0.16890475803539903,-0.387402830862883,0.57174191746893,0.361254234233829,0.869779859250029,0.707877065544504,0.47671934892396,0.7066204290943899,0,0,0,0
Mitochondrial import inner membrane translocase subunit Tim13,Timm13,Timm13,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus GN=Timm13 PE=1 SV=1,P62075,30055,ENSMUSG00000020219.7,10,True,False,True,53,4,16,0,4,,0,,56.7,91.9,81.7,67.0,87.5,65.1,73.6,57.3,73.7,88.3,71.22190919289996,86.49952361642487,74.11234273028218,65.40825122810604,87.8583782115958,65.86971831890175,70.87980654945625,58.124552991157486,77.0604983315716,84.10096648649818,-0.04584202024008377,0.23452905762220322,0.011550700439256545,-0.1686904870349677,0.25701673907919353,-0.15854774902803914,-0.05278846332985676,-0.33901541365979515,0.06782838587146767,0.19395925028063132,6.200091224602799,0.326795756570875,-0.0901530782683952,0.154300983737318,-0.262647851101952,1.97266025119643,-0.6665029483136501,1.02031718867185,-1.7367622069296798,0.0815098981678614,0.522577480634185,0.335439760353325,0.118029626751264,1.5307537929514599,0.275182675627424,0,0,0,0
"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Ndufv3,Ndufv3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Mus musculus GN=Ndufv3 PE=1 SV=1",Q8BK30,78330,ENSMUSG00000024038.16,17,True,True,False,44,5,18,2,2,,0,,180.9,196.2,168.5,143.8,176.2,147.0,157.2,137.1,170.5,163.8,227.2318055202046,184.67036489164917,152.8510373323445,140.38367950151715,176.92167132437922,148.73807362332653,151.39002159747992,139.07288333486375,178.27428718497907,156.01062639284714,0.4725290137970619,0.1733165989105414,-0.0995094252790718,-0.22226054558267005,0.11147500763804974,-0.13886177611181338,-0.11336565077012839,-0.23579462027934017,0.12246286704606746,-0.06999146936869227,7.355491958244669,0.20081583436342199,-0.265327833828323,0.10945147019083001,-0.35669219800091495,1.1223380977353101,-1.81616035905684,0.670097463207636,-2.18378553170311,0.29209503420420097,0.104297490930271,0.520392610851185,0.0582111660889211,1.9012356799301202,0.20295711111246303,0,0,0,0
40S ribosomal protein S25,Rps25,Rps25,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1,P62852,75617,ENSMUSG00000009927.9,9,False,False,False,22,4,29,0,4,,0,,305.5,382.6,393.3,344.0,509.0,395.2,367.8,332.2,405.7,404.0,383.7441491786761,360.11662389166656,356.77337081787005,335.82743914132055,511.08473725374023,399.8726986118275,354.2064245773099,336.98039273407534,424.1986997709443,384.78811393596,0.007094778305058114,-0.08458577653943955,-0.09804203798223732,-0.18532986400936302,0.42051253210383877,0.06649080817228281,-0.10845959619365253,-0.18038532567304522,0.15169022276394983,0.011014259052601005,8.57690616582152,0.225774701841623,0.159068837494461,-0.0192055845139816,-0.0859114488611432,1.38205921373474,1.19256513889265,-0.128786258269325,-0.5760935853458871,0.201813188374659,0.264925521023406,0.9004901420220791,0.579323353262916,1.19357569257955,0.36842142919603005,0,0,0,0
Clusterin,Clu,Clu,Clusterin OS=Mus musculus GN=Clu PE=1 SV=1,Q06890,12759,ENSMUSG00000022037.14,14,False,False,False,18,7,14,5,7,,0,,38.8,40.2,62.3,61.9,49.6,46.6,61.7,73.8,57.6,70.0,48.737391123183734,37.83765886159173,56.51406306115764,60.42941419432483,49.803149249087454,47.1509811622246,59.41962043616102,74.86198971635991,60.226386755746596,66.67120786019109,-0.1804579577916936,-0.5456641572844108,0.03312293052106696,0.12976397203765444,-0.1492500120501301,-0.2281991923359019,0.1054524049660408,0.4387464088471882,0.1249087234222026,0.27157687966798605,5.7874150793993095,-0.0738566053615202,0.14843798406888598,0.280804545661219,0.5030991350916261,-0.374963750016162,0.9229764468374542,1.56168952872306,2.7979769676881303,0.71677300062496,0.38120243005747995,0.154382611567044,0.0217110367675285,3.498609771736,0.065396844179426,0,0,0,0
Serine/threonine-protein phosphatase 2A activator,Ptpa,Ppp2r4; Ptpa,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ptpa PE=1 SV=1,P58389,110854,ENSMUSG00000039515.11,2,False,False,False,30,8,28,1,8,,0,,272.1,365.0,393.8,360.0,341.4,361.3,372.8,358.9,322.1,370.5,341.78979702624474,343.55088269853184,357.2269347268681,351.44732003161454,342.7982893878721,365.57187755175426,359.02162882659366,364.0646085257665,336.7867912157288,352.88117874572566,-0.03994874326910569,-0.03253428434856076,0.02378278885865548,0.00025037950046247204,-0.03569816394923109,0.057097017902297154,0.0310126859309392,0.05113642606290547,-0.06122251717725824,0.006124410488888898,8.45691426393927,-0.0686236093411061,0.0234498240708465,-0.0347654644953632,0.0573079689165894,-1.08573450210166,0.454396838109781,-0.602543965961746,0.993243478073468,0.30711096927363296,0.660801714519494,0.5623711690009,0.34773154486241,0.48720631664009206,0.6999760729393679,0,0,0,0
40S ribosomal protein S24,Rps24,Rps24; LOC677113; LOC102642752,40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=1 SV=1,P62849,20088,ENSMUSG00000025290.16,14; 16,False,False,False,44,6,27,0,6,,0,,191.7,331.6,347.5,289.0,317.8,309.5,323.5,315.3,296.9,330.1,240.79788346170932,312.11362384337855,315.2269167536482,282.134098580935,319.101629664516,313.15941351305827,311.5437149286562,319.83719996704986,310.4377470100896,314.40236735212966,-0.3309040353249477,0.04334458601813296,0.057663982981019046,-0.10234570680284705,0.07528922989723519,0.048170500097167945,0.04070786568221507,0.07861100045584912,0.03557724295226805,0.05388533404391538,8.242582936413589,-0.0149281445709413,0.0836698298391187,0.0376932807675701,0.13629125517763,-0.116405067063002,0.7990621662891411,0.321973860990628,1.16419215189555,0.9100061224774451,0.445775361193661,0.7551658172359821,0.275646047299325,0.585465064720545,0.640176234826782,0,0,0,0
Crk-like protein,Crkl,Crkl,Crk-like protein OS=Mus musculus GN=Crkl PE=1 SV=2,P47941,12929,ENSMUSG00000006134.3,16,False,False,False,38,9,19,9,9,,0,,199.5,247.6,283.0,251.5,233.2,213.0,228.4,217.5,209.0,243.4,250.59560641946277,233.04985905796298,256.71717249289907,245.5250027443085,234.1551291307902,215.51843320930988,219.95853010728,220.62984774130462,218.52977138803885,231.82531418815014,0.10965583087207342,0.004933350492111188,0.14447451495749508,0.08016465725746613,0.011759350504677357,-0.10789402213579535,-0.07847373907934774,-0.07407731184856914,-0.08787545131067809,-0.0026671797094284244,7.85956147965812,0.0310042099539043,-0.0916779035651123,-0.0399479773855056,-0.162630090904522,0.37948578006424,-1.37431137381383,-0.535624280680445,-2.18055158630724,0.71353367426706,0.20411737191443105,0.6057995117025191,0.0585135476706373,1.9071822932227298,0.20199594333415802,0,0,0,0
"Transmembrane protein 11, mitochondrial",Tmem11,Tmem11,"Transmembrane protein 11, mitochondrial OS=Mus musculus GN=Tmem11 PE=1 SV=1",Q8BK08,216821,ENSMUSG00000043284.12,11,True,False,False,31,6,20,1,6,,0,,160.6,218.8,208.0,206.9,216.1,222.6,219.8,189.1,211.0,205.8,201.73260346348732,205.9422825601062,188.68258614319086,201.98458476261402,216.9850917888669,225.23194005818016,211.67637879851202,191.8211687718653,220.62096537261337,196.01335110896179,-0.028359953227244716,0.0014358435634784783,-0.12484294024021825,-0.026559028082338898,0.07679170365676313,0.13060720958603866,0.0410560660001158,-0.10104228002918436,0.10076567480869958,-0.0698522960361121,7.68466041016505,0.0454497964008258,0.11086897835481599,-0.044823272333864,0.020595909620125998,0.49940543298131895,1.4920280767943201,-0.539529881466232,0.24790935818491397,0.630027620155358,0.171459595786249,0.603216544216864,0.8100259630226859,0.8393582777444192,0.5071295523528879,0,0,0,0
Coronin-1C,Coro1c,Coro1c,Coronin-1C OS=Mus musculus GN=Coro1c PE=1 SV=2,Q9WUM4,23790,ENSMUSG00000004530.12,5,False,False,False,12,5,16,3,5,,0,,145.3,170.8,217.6,210.6,175.2,181.3,203.9,191.7,161.6,196.3,182.5139930463556,160.7629883970116,197.3910131959535,205.5966822184945,175.91757557338954,183.44362413543607,196.3640292857898,194.45858304371538,168.96847395362238,186.9651157565073,-0.017649808510730836,-0.2007215850076003,0.09539942258265377,0.1541600976843558,-0.07075725900058316,-0.01032012341077504,0.08787378966846848,0.07380602829019178,-0.12890279143306582,0.01711222913707733,7.529513075564059,-0.13673519012732302,0.0653515620695577,-0.0802561862389934,0.12183056595788698,-1.22215800766573,0.715399547491158,-0.7858075552928839,1.1928722716804299,0.254108211764577,0.49333842189249394,0.45309989868393197,0.264811352931812,0.696105849971952,0.5783970848244029,0,0,0,0
DnaJ homolog subfamily B member 2,Dnajb2,Dnajb2,DnaJ homolog subfamily B member 2 OS=Mus musculus GN=Dnajb2 PE=1 SV=3,Q9QYI5,56812,ENSMUSG00000026203.16,1,False,False,False,7,2,4,0,1,,0,,8.0,10.2,12.1,10.2,12.0,11.9,10.2,9.3,11.4,13.3,10.048946623336853,9.600600009657601,10.97624659775293,9.957674067562412,12.049149011875997,12.040701198078814,9.823016668538774,9.433827972386819,11.919805712074847,12.667529493436307,-0.10275632895515274,-0.16860413035553856,0.02458419090796493,-0.11591990906880856,0.1591306493078184,0.15811880245406718,-0.135562556075576,-0.19388540996887071,0.1435601122809378,0.2313345794731525,3.4317287032630004,0.35217132889926894,0.14936860369860097,0.120337498312685,-0.0824652268879826,3.26234005780705,1.69465065340528,1.22114387201929,-0.83682898415651,0.0104251483868081,0.125975587118538,0.25447282846915903,0.425345762371421,4.52951748545865,0.0356725731548231,0,0,0,0
Extracellular superoxide dismutase [Cu-Zn],Sod3,Sod3,Extracellular superoxide dismutase [Cu-Zn] OS=Mus musculus GN=Sod3 PE=1 SV=1,O09164,20657,ENSMUSG00000072941.5,5,False,False,False,29,5,12,5,5,,0,,63.8,79.3,116.6,95.7,65.9,84.0,87.7,101.3,49.4,78.0,80.1403493211114,74.63995889861253,105.7711035783464,93.42641257507087,66.16990999021903,84.99318492761516,84.45868253243633,102.75771759169727,51.652491418991,74.29077447278435,-0.0018857189419296816,-0.1044663254873397,0.39845911796958333,0.2194159545814376,-0.27823920015693204,0.0829326479479624,0.07383122553337795,0.3567603288599521,-0.63557657916341,-0.11123145114271082,6.32634261212729,-0.588699792349725,-0.0893325570559478,-0.381440482610552,0.117926752683226,-2.50132565455614,-0.46487024564257895,-1.7753899659369299,0.548882415407087,0.0349438573223489,0.653576896562423,0.11115129012999,0.597055159223453,2.40829825372596,0.13748700669804298,0,0,0,0
Galectin-related protein,Lgalsl,Lgalsl,Galectin-related protein OS=Mus musculus GN=Lgalsl PE=1 SV=1,Q8VED9,216551,ENSMUSG00000042363.14,11,False,False,False,26,4,22,4,4,,0,,51.9,55.9,61.2,61.2,73.8,65.9,61.4,56.9,60.0,61.9,65.19254121889783,52.61505299410391,55.51622246136193,59.74604440537448,74.10226642303738,66.67917722297427,59.13070818120399,57.718796949334404,62.73581953723603,58.9563966649404,0.09664934978788065,-0.21258195421132875,-0.13514815840146266,-0.029214363075137584,0.28146010503221053,0.12917873942669011,-0.04415000740437769,-0.07901633349780557,0.041231833884591396,-0.04840921154125777,5.92998565799049,0.0579944816227567,0.21083508140289198,-0.13073018262292402,0.0221104171572115,0.472026037518997,2.10168580069686,-1.1655898998291299,0.197136410294705,0.64866258354836,0.0663808803397481,0.27510983393734495,0.848303973381589,1.70294762188079,0.23836451253026397,0,0,0,0
Coatomer subunit delta,Arcn1,Arcn1,Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2,Q5XJY5,213827,ENSMUSG00000032096.16,9,False,False,False,15,5,20,5,5,,0,,163.0,216.5,262.3,235.5,203.4,210.2,241.0,230.1,191.6,231.0,204.7472874504884,203.77744138145792,237.93962666037962,229.9051218540145,204.23307575129814,212.68532704505603,232.09284481547496,233.41116305873192,200.33638372224038,220.0149859386306,-0.08705683641722217,-0.0939068244060941,0.12969438420520785,0.08013743176669408,-0.09068464413634736,-0.032180668584845584,0.09380087137710547,0.10197238545404019,-0.11847671784077107,0.01670061858223537,7.76475736495615,-0.14877467804484001,0.00284713188786778,-0.0366454226444377,0.11497638728826999,-1.52643807783938,0.035776956019804004,-0.411870351193875,1.29225866681635,0.16282491898142903,0.9722773750685809,0.6905168780289631,0.22993115055455499,0.906278329734102,0.47704927530035895,0,0,0,0
"Endonuclease G, mitochondrial",Endog,Endog,"Endonuclease G, mitochondrial OS=Mus musculus GN=Endog PE=1 SV=1",O08600,13804,ENSMUSG00000015337.5,2,True,False,True,31,7,20,7,7,,0,,118.4,174.4,167.8,160.9,162.6,164.6,157.2,134.0,157.7,159.6,148.72441002538542,164.15143545924371,152.21604785974725,157.07742720301883,163.26596911091974,166.5461695129221,151.39002159747992,135.9282740107348,164.89064568370202,152.01035392123566,-0.06287917370511753,0.07950673695834087,-0.029400161418357662,0.015955244191590445,0.07170348028277562,0.10040154407619717,-0.037250511280016774,-0.1926750512233193,0.08598892741515396,-0.03135103529724326,7.2793768187545504,0.142281727310625,0.0669442889052316,-0.0353678101245674,-0.11070524852996001,1.72027466479685,0.991306209820372,-0.46843297337465206,-1.4662482227319802,0.121083874059277,0.34862392776937395,0.651127915498273,0.17819145112491197,1.9378428630848799,0.197125602653165,0,0,0,0
